year,round,circuit,driver,team,grid,position,won,points,laps,status
2019,7,villeneuve,leclerc,ferrari,3,3,0,15.0,70,Finished
2019,7,villeneuve,bottas,mercedes,6,4,0,13.0,70,Finished
2019,7,villeneuve,max_verstappen,red_bull,9,5,0,10.0,70,Finished
2019,7,villeneuve,ricciardo,renault,4,6,0,8.0,69,+1 Lap
2019,7,villeneuve,hulkenberg,renault,7,7,0,6.0,69,+1 Lap
2019,7,villeneuve,gasly,red_bull,5,8,0,4.0,69,+1 Lap
2019,7,villeneuve,stroll,racing_point,17,9,0,2.0,69,+1 Lap
2019,7,villeneuve,kvyat,toro_rosso,10,10,0,1.0,69,+1 Lap
2019,7,villeneuve,sainz,mclaren,11,11,0,0.0,69,+1 Lap
2019,7,villeneuve,perez,racing_point,15,12,0,0.0,69,+1 Lap
2019,7,villeneuve,giovinazzi,alfa,12,13,0,0.0,69,+1 Lap
2019,7,villeneuve,grosjean,haas,14,14,0,0.0,69,+1 Lap
2019,7,villeneuve,raikkonen,alfa,16,15,0,0.0,69,+1 Lap
2019,7,villeneuve,russell,williams,18,16,0,0.0,68,+2 Laps
2019,7,villeneuve,kevin_magnussen,haas,0,17,0,0.0,68,+2 Laps
2019,7,villeneuve,kubica,williams,19,18,0,0.0,67,+3 Laps
2019,7,villeneuve,albon,toro_rosso,13,19,0,0.0,59,Collision damage
2019,7,villeneuve,norris,mclaren,8,20,0,0.0,8,Suspension
2019,8,ricard,hamilton,mercedes,1,1,1,25.0,53,Finished
2019,8,ricard,bottas,mercedes,2,2,0,18.0,53,Finished
2019,8,ricard,leclerc,ferrari,3,3,0,15.0,53,Finished
2019,8,ricard,max_verstappen,red_bull,4,4,0,12.0,53,Finished
2019,8,ricard,vettel,ferrari,7,5,0,11.0,53,Finished
2019,8,ricard,sainz,mclaren,6,6,0,8.0,53,Finished
2019,8,ricard,raikkonen,alfa,12,7,0,6.0,52,+1 Lap
2019,8,ricard,hulkenberg,renault,13,8,0,4.0,52,+1 Lap
2019,8,ricard,norris,mclaren,5,9,0,2.0,52,+1 Lap
2019,8,ricard,gasly,red_bull,9,10,0,1.0,52,+1 Lap
2019,8,ricard,ricciardo,renault,8,11,0,0.0,52,+1 Lap
2019,8,ricard,perez,racing_point,14,12,0,0.0,52,+1 Lap
2019,8,ricard,stroll,racing_point,17,13,0,0.0,52,+1 Lap
2019,8,ricard,kvyat,toro_rosso,19,14,0,0.0,52,+1 Lap
2019,8,ricard,albon,toro_rosso,11,15,0,0.0,52,+1 Lap
2019,8,ricard,giovinazzi,alfa,10,16,0,0.0,52,+1 Lap
2019,8,ricard,kevin_magnussen,haas,15,17,0,0.0,52,+1 Lap
2019,8,ricard,kubica,williams,18,18,0,0.0,51,+2 Laps
2019,8,ricard,russell,williams,20,19,0,0.0,51,+2 Laps
2019,8,ricard,grosjean,haas,16,20,0,0.0,44,Retired
2019,9,red_bull_ring,max_verstappen,red_bull,2,1,1,26.0,71,Finished
2019,9,red_bull_ring,leclerc,ferrari,1,2,0,18.0,71,Finished
2019,9,red_bull_ring,bottas,mercedes,3,3,0,15.0,71,Finished
2019,9,red_bull_ring,vettel,ferrari,9,4,0,12.0,71,Finished
2019,9,red_bull_ring,hamilton,mercedes,4,5,0,10.0,71,Finished
2019,9,red_bull_ring,norris,mclaren,5,6,0,8.0,70,+1 Lap
2019,9,red_bull_ring,gasly,red_bull,8,7,0,6.0,70,+1 Lap
2019,9,red_bull_ring,sainz,mclaren,19,8,0,4.0,70,+1 Lap
2019,9,red_bull_ring,raikkonen,alfa,6,9,0,2.0,70,+1 Lap
2019,9,red_bull_ring,giovinazzi,alfa,7,10,0,1.0,70,+1 Lap
2019,9,red_bull_ring,perez,racing_point,13,11,0,0.0,70,+1 Lap
2019,9,red_bull_ring,ricciardo,renault,12,12,0,0.0,70,+1 Lap
2019,9,red_bull_ring,hulkenberg,renault,15,13,0,0.0,70,+1 Lap
2019,9,red_bull_ring,stroll,racing_point,14,14,0,0.0,70,+1 Lap
2019,9,red_bull_ring,albon,toro_rosso,18,15,0,0.0,70,+1 Lap
2019,9,red_bull_ring,grosjean,haas,11,16,0,0.0,70,+1 Lap
2019,9,red_bull_ring,kvyat,toro_rosso,16,17,0,0.0,70,+1 Lap
2019,9,red_bull_ring,russell,williams,0,18,0,0.0,69,+2 Laps
2019,9,red_bull_ring,kevin_magnussen,haas,10,19,0,0.0,69,+2 Laps
2019,9,red_bull_ring,kubica,williams,17,20,0,0.0,68,+3 Laps
2019,10,silverstone,hamilton,mercedes,2,1,1,26.0,52,Finished
2019,10,silverstone,bottas,mercedes,1,2,0,18.0,52,Finished
2019,10,silverstone,leclerc,ferrari,3,3,0,15.0,52,Finished
2019,10,silverstone,gasly,red_bull,5,4,0,12.0,52,Finished
2019,10,silverstone,max_verstappen,red_bull,4,5,0,10.0,52,Finished
2019,10,silverstone,sainz,mclaren,13,6,0,8.0,52,Finished
2019,10,silverstone,ricciardo,renault,7,7,0,6.0,52,Finished
2019,10,silverstone,raikkonen,alfa,12,8,0,4.0,52,Finished
2019,10,silverstone,kvyat,toro_rosso,17,9,0,2.0,52,Finished
2019,10,silverstone,hulkenberg,renault,10,10,0,1.0,52,Finished
